0.0030478914,0.0005203689,0.005169555,0.0066230167
0.0040248674,0.0060033742,0.00057911925,0.0008346762
0.0030768947,0.0023533422,0.005764443,0.009429544
0.015159223,0.05086033,0.030428715,0.021381041
0.0144355185,0.029269578,0.0054348973,0.016744545
0.0077137086,0.00160476,0.0042189597,0.005610169
0.008724179,0.012183839,0.0019191834,0.0026467524
0.00027785404,0.0146037545,0.0006821347,0.004953279
0.008989504,0.010920264,0.009125188,0.0103758285
0.027430393,0.028773924,0.011843336,0.02057079
0.008688416,0.025175428,0.0067412676,0.007241442
0.0034889881,0.010225873,0.007331517,0.013018121
0.0020867833,0.0075992234,0.007092184,0.0055844253
0.015919197,0.0030228626,0.016229037,0.018562088
0.020998564,0.046136554,0.012936667,0.011905205
0.0086026825,0.017087141,0.0065903594,0.0003241815
0.0059934766,0.0062764715,0.00023649127,0.0003704792
0.0011818628,0.0019525242,0.006428882,0.009104683
0.009533558,0.009743145,0.006223083,0.00040587527
0.017098267,0.015782738,0.002153479,0.0070843985
0.0018529822,0.0031808075,0.0035227132,0.00038740365
0.0051244837,0.0059796255,0.0048062312,0.009775518
0.02287795,0.020222893,0.0071879183,0.01100156
0.021975005,0.026659252,0.008716775,0.015629863
0.003533062,0.0024768393,0.0005275347,0.0006023373
0.016468722,0.009075286,0.0034053926,0.009834316
0.0038297274,0.006342752,4.6175497e-05,0.0007263578
0.005640402,0.016646197,0.004114766,0.018462686
0.014633708,0.05614174,0.010783265,0.0002830748
0.008795736,0.02265935,0.013157387,0.007849949
0.004627813,0.012051074,0.003535517,0.0007675376
0.0072015193,0.0042931084,0.0019610806,0.00065740827
0.004369697,0.004965866,0.00872846,0.008046457
0.00043157907,0.0034163073,0.0011874773,0.0019468113
0.008808311,0.003241757,0.0009614719,0.0075755715
0.0011511766,0.011228407,0.0025518988,0.0065949643
0.005158448,0.0020566322,8.188712e-06,0.0036736578
0.01324993,0.005958898,0.0135808615,0.0092669455
0.0009821844,0.012478366,0.0074975532,0.019222831
0.003647028,0.014413005,0.0054801325,0.0014557007
0.00703863,0.002913164,0.008196511,0.0075138146
0.021328209,0.018553253,0.012122438,0.010237762
0.023607042,0.011826256,0.014097947,0.032277644
0.012221288,0.0047070123,0.0037557795,0.006651639
0.0063350243,0.022261022,0.02171671,0.023114128
